"George's computer as server: i7-7700HQ 2.80GHz CPU, 32 GB RAM with NVIDIA GeForce GTX 1050 Ti GPU
",,,,
Trial,t0 (arrival time of Wireshark packet containing Esc key press - client side),t1 (arrival time of Wireshark packet containing Esc key press - server side),"average time offset (constant calculated using Jenga method)
",t1-t0 (ms)
1,1574699427,1574699426,0.303,66.99
2,1574699429,1574699428,0.303,66.54
3,1574710159,1574710159,-0.23,122.29
4,1574710164,1574710164,-0.23,8.89
5,1574710170,1574710170,-0.23,9.75
6,1574710177,1574710177,-0.23,9.49
7,1574710183,1574710184,-0.23,8.71
8,1574710190,1574710191,-0.23,11.39
9,1574710200,1574710200,-0.23,9.59
10,1574710208,1574710208,-0.23,9.79
11,1574711243,1574711244,-0.23,14.44
12,1574711248,1574711248,-0.23,13.23
13,1574711253,1574711253,-0.23,15.08
14,1574711258,1574711258,-0.23,14.49
15,1574711263,1574711263,-0.23,14.68
16,1574711268,1574711268,-0.23,14.86
17,1574711273,1574711273,-0.23,20.46
18,1574711283,1574711283,-0.23,15.28
19,1574711289,1574711289,-0.23,14.51
20,1574711296,1574711297,-0.23,14.2
21,1574711302,1574711303,-0.23,14.28
22,1574711307,1574711308,-0.23,13.11
